student_id,school_name,governorate,city,grade,grade_label,study_hours,attendance_pct,assignments_done,quizzes_solved,login_frequency,missed_deadlines,retries,revision_sessions,time_per_task_min,final_score,learner_status
G10_S06_0003,Smouha Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,6.6,100.0,14,10.0,4,8,1,4,33.6,74.6,strong
G12_S05_0104,Ahmed Orabi Secondary School,Giza,Giza,12,Grade 12 - Third Secondary,5.46,82.2,17,4.0,22,7,2,6,5.0,56.9,average
G11_S06_0050,Smouha Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,2.85,71.3,6,11.0,29,2,2,7,36.9,77.8,strong
G12_S04_0053,Maadi Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,5.83,99.2,11,2.0,16,0,2,3,41.6,60.7,average
G11_S04_0069,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,1.78,97.6,19,10.0,22,1,0,3,37.9,63.5,average
G10_S05_0130,Ahmed Orabi Secondary School,Giza,Giza,10,Grade 10 - First Secondary,,68.8,15,5.0,18,8,3,0,27.6,50.9,average
G12_S04_0083,Maadi Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,3.07,88.8,9,5.0,19,1,4,6,17.1,44.7,average
G11_S04_0055,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,6.72,69.6,2,8.0,4,8,1,1,42.6,5.0,at_risk
G12_S03_0128,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,7.24,89.3,14,13.0,27,4,3,7,34.3,92.0,strong
G11_S07_0005,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,7.41,74.2,3,8.0,18,2,0,7,25.4,70.7,strong
G11_S09_0137,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,2.33,82.7,5,0.0,27,0,0,6,28.7,41.2,average
G10_S08_0061,Port Said Secondary School,Port Said,Port Said,10,Grade 10 - First Secondary,5.11,85.0,8,10.0,27,3,3,7,32.8,70.5,strong
G12_S03_0108,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,7.35,82.3,17,0.0,20,8,0,3,64.5,38.8,at_risk
G10_S03_0047,Heliopolis Secondary School for Boys,Cairo,Cairo,10,Grade 10 - First Secondary,4.02,67.9,9,1.0,2,8,3,4,36.8,29.4,at_risk
G11_S03_0060,Heliopolis Secondary School for Boys,Cairo,Cairo,11,Grade 11 - Second Secondary,4.85,66.4,18,2.0,20,9,2,5,46.0,39.0,at_risk
G12_S02_0094,Zamalek Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,4.25,87.1,11,8.0,20,9,4,4,20.0,53.8,average
G12_S09_0008,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,3.35,64.9,12,14.0,19,1,3,4,37.7,57.7,average
G10_S04_0129,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,5.95,73.9,3,5.0,6,4,1,3,40.2,30.7,at_risk
G12_S08_0011,Port Said Secondary School,Port Said,Port Said,12,Grade 12 - Third Secondary,,82.4,0,5.0,6,6,0,0,28.0,20.5,at_risk
G11_S10_0069,Assiut Secondary School,Assiut,Assiut,11,Grade 11 - Second Secondary,3.46,70.3,12,7.0,10,8,3,3,20.9,53.4,average
G12_S06_0138,Smouha Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,5.77,64.4,16,10.0,10,5,1,2,25.0,57.8,average
G11_S05_0148,Ahmed Orabi Secondary School,Giza,Giza,11,Grade 11 - Second Secondary,4.75,,11,2.0,21,8,2,0,28.0,15.6,at_risk
G12_S03_0144,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,5.93,,14,6.0,22,4,0,0,46.2,53.5,average
G10_S02_0029,Zamalek Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,4.1,92.0,7,10.0,1,0,4,7,39.1,73.4,strong
G12_S07_0050,Al-Raml Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,3.26,52.3,0,7.0,13,6,0,5,26.7,14.4,at_risk
G11_S04_0066,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,3.97,70.3,9,9.0,10,1,0,1,32.4,45.5,average
G11_S04_0129,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,3.89,73.7,4,2.0,4,8,2,7,21.5,22.5,at_risk
G11_S03_0040,Heliopolis Secondary School for Boys,Cairo,Cairo,11,Grade 11 - Second Secondary,6.87,100.0,12,6.0,11,7,2,2,21.4,61.4,average
G10_S05_0005,Ahmed Orabi Secondary School,Giza,Giza,10,Grade 10 - First Secondary,4.61,85.8,0,0.0,29,7,4,5,34.5,26.5,at_risk
G10_S10_0064,Assiut Secondary School,Assiut,Assiut,10,Grade 10 - First Secondary,6.25,74.8,18,7.0,1,1,3,5,42.2,76.7,strong
G10_S01_0026,Al-Orman High School,Cairo,Giza,10,Grade 10 - First Secondary,6.75,75.2,17,6.0,19,2,1,3,22.4,72.2,strong
G10_S05_0059,Ahmed Orabi Secondary School,Giza,Giza,10,Grade 10 - First Secondary,4.7,42.7,9,5.0,16,5,0,0,18.6,33.7,at_risk
G11_S08_0145,Port Said Secondary School,Port Said,Port Said,11,Grade 11 - Second Secondary,5.26,73.3,0,12.0,25,2,1,5,16.3,51.8,average
G12_S06_0119,Smouha Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,4.9,92.8,19,12.0,8,0,2,4,27.3,97.6,strong
G10_S02_0024,Zamalek Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,3.53,73.7,18,8.0,22,9,4,1,30.9,46.2,average
G12_S06_0039,Smouha Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,4.43,85.3,2,13.0,18,0,2,6,37.0,76.7,strong
G10_S03_0032,Heliopolis Secondary School for Boys,Cairo,Cairo,10,Grade 10 - First Secondary,7.03,78.0,9,6.0,16,7,1,1,31.5,48.5,average
G10_S03_0043,Heliopolis Secondary School for Boys,Cairo,Cairo,10,Grade 10 - First Secondary,4.66,79.2,10,10.0,20,9,3,3,33.8,52.5,average
G11_S08_0047,Port Said Secondary School,Port Said,Port Said,11,Grade 11 - Second Secondary,4.49,70.6,11,10.0,4,2,3,6,27.5,89.0,strong
G12_S06_0123,Smouha Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,4.62,85.6,15,1.0,13,0,0,3,17.1,54.7,average
G10_S08_0039,Port Said Secondary School,Port Said,Port Said,10,Grade 10 - First Secondary,5.51,97.1,0,2.0,1,2,4,1,32.6,44.7,average
G10_S04_0030,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,5.06,76.8,4,1.0,5,5,3,7,36.4,35.5,at_risk
G10_S05_0128,Ahmed Orabi Secondary School,Giza,Giza,10,Grade 10 - First Secondary,5.83,81.8,14,2.0,8,8,0,2,39.9,46.3,average
G12_S03_0110,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,5.55,77.6,17,11.0,26,0,2,7,48.9,81.4,strong
G10_S07_0077,Al-Raml Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,5.97,84.5,8,12.0,3,3,4,1,31.0,73.4,strong
G10_S10_0029,Assiut Secondary School,Assiut,Assiut,10,Grade 10 - First Secondary,5.43,100.0,0,7.0,15,6,1,3,27.7,33.2,at_risk
G11_S07_0017,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,5.76,80.6,9,11.0,8,6,1,0,26.7,59.1,average
G12_S06_0128,Smouha Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,4.32,87.8,11,12.0,22,8,1,2,26.6,40.0,average
G12_S04_0141,Maadi Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,5.63,68.7,11,3.0,3,5,1,1,23.1,36.7,at_risk
G10_S09_0100,Mansoura Secondary School for Boys,Dakahlia,Mansoura,10,Grade 10 - First Secondary,4.2,90.1,8,10.0,12,7,4,3,32.3,45.7,average
G11_S07_0027,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,3.76,68.0,9,11.0,20,3,3,3,29.6,53.5,average
G12_S08_0094,Port Said Secondary School,Port Said,Port Said,12,Grade 12 - Third Secondary,3.14,83.7,5,10.0,3,0,3,1,48.8,31.5,at_risk
G12_S03_0134,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,6.4,70.1,0,8.0,8,6,2,4,12.3,27.3,at_risk
G11_S07_0016,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,4.9,,0,9.0,6,5,4,1,33.2,33.7,at_risk
G11_S01_0094,Al-Orman High School,Cairo,Giza,11,Grade 11 - Second Secondary,2.58,89.3,7,14.0,27,9,4,5,49.9,41.2,average
G11_S07_0077,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,5.37,86.7,14,5.0,6,3,1,2,38.5,62.9,average
G12_S06_0086,Smouha Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,5.09,68.6,3,11.0,12,6,1,6,28.5,49.5,average
G11_S04_0110,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,4.89,50.0,6,11.0,3,8,4,0,36.1,7.9,at_risk
G11_S01_0112,Al-Orman High School,Cairo,Giza,11,Grade 11 - Second Secondary,5.15,79.1,2,0.0,18,9,3,7,43.6,15.3,at_risk
G11_S10_0073,Assiut Secondary School,Assiut,Assiut,11,Grade 11 - Second Secondary,4.21,83.4,15,6.0,26,1,1,6,26.8,84.8,strong
G12_S09_0089,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,3.22,100.0,17,8.0,14,1,2,3,35.8,72.8,strong
G11_S01_0046,Al-Orman High School,Cairo,Giza,11,Grade 11 - Second Secondary,6.62,70.1,14,12.0,15,0,1,5,20.8,95.7,strong
G11_S08_0040,Port Said Secondary School,Port Said,Port Said,11,Grade 11 - Second Secondary,3.72,55.0,9,3.0,14,3,3,2,12.9,20.8,at_risk
G10_S09_0079,Mansoura Secondary School for Boys,Dakahlia,Mansoura,10,Grade 10 - First Secondary,5.79,43.6,7,10.0,17,0,4,6,19.2,69.0,average
G12_S08_0131,Port Said Secondary School,Port Said,Port Said,12,Grade 12 - Third Secondary,4.86,60.1,1,4.0,6,4,0,2,25.7,14.3,at_risk
G12_S02_0030,Zamalek Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,5.4,72.2,17,13.0,13,8,0,1,33.3,67.7,average
G11_S06_0055,Smouha Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,5.68,73.5,4,1.0,13,6,2,4,30.9,28.2,at_risk
G10_S01_0068,Al-Orman High School,Cairo,Giza,10,Grade 10 - First Secondary,4.75,59.7,10,14.0,14,5,3,2,34.1,45.7,average
G11_S02_0056,Zamalek Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,3.75,65.0,1,5.0,6,8,0,1,22.6,1.9,at_risk
G10_S02_0072,Zamalek Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,3.74,84.1,0,6.0,22,3,2,6,18.4,26.5,at_risk
G12_S07_0046,Al-Raml Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,4.16,78.6,9,1.0,23,2,4,4,32.4,31.1,at_risk
G11_S01_0116,Al-Orman High School,Cairo,Giza,11,Grade 11 - Second Secondary,3.04,93.6,9,7.0,27,6,2,1,29.1,36.3,at_risk
G12_S03_0133,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,4.86,67.7,5,12.0,23,5,3,7,33.7,57.4,average
G12_S10_0001,Assiut Secondary School,Assiut,Assiut,12,Grade 12 - Third Secondary,4.22,81.1,10,11.0,23,2,3,1,18.7,65.0,average
G10_S01_0089,Al-Orman High School,Cairo,Giza,10,Grade 10 - First Secondary,6.71,79.6,3,14.0,29,2,0,7,35.2,74.5,strong
G12_S02_0058,Zamalek Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,5.73,67.7,17,14.0,11,0,4,7,38.2,100.0,strong
G11_S06_0058,Smouha Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,3.44,94.4,18,1.0,16,6,0,4,27.7,55.9,average
G12_S04_0066,Maadi Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,6.29,54.8,3,9.0,23,4,1,1,37.9,36.2,at_risk
G12_S01_0008,Al-Orman High School,Cairo,Giza,12,Grade 12 - Third Secondary,2.33,96.6,6,2.0,13,6,2,5,39.4,21.4,at_risk
G11_S08_0090,Port Said Secondary School,Port Said,Port Said,11,Grade 11 - Second Secondary,5.85,82.4,10,0.0,16,8,4,6,18.9,29.0,at_risk
G11_S05_0018,Ahmed Orabi Secondary School,Giza,Giza,11,Grade 11 - Second Secondary,2.12,92.9,4,0.0,4,7,1,4,44.1,22.0,at_risk
G10_S10_0125,Assiut Secondary School,Assiut,Assiut,10,Grade 10 - First Secondary,5.79,84.0,2,6.0,1,1,4,6,37.4,57.0,average
G12_S08_0053,Port Said Secondary School,Port Said,Port Said,12,Grade 12 - Third Secondary,4.85,62.2,0,7.0,6,6,4,2,32.5,23.3,at_risk
G11_S09_0022,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,3.54,69.1,18,6.0,24,2,3,7,36.3,67.6,average
G10_S08_0094,Port Said Secondary School,Port Said,Port Said,10,Grade 10 - First Secondary,5.23,74.1,13,1.0,26,2,2,7,31.4,69.6,average
G10_S03_0098,Heliopolis Secondary School for Boys,Cairo,Cairo,10,Grade 10 - First Secondary,6.18,78.7,16,9.0,1,1,2,0,18.8,84.3,strong
G11_S02_0042,Zamalek Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,6.86,97.2,17,1.0,23,2,2,6,33.8,75.1,strong
G12_S04_0149,Maadi Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,3.95,,16,14.0,25,8,1,7,49.2,68.3,average
G12_S04_0134,Maadi Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,4.3,60.8,12,13.0,27,3,4,2,36.2,64.2,average
G11_S06_0005,Smouha Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,3.7,95.4,1,1.0,28,8,0,1,31.6,18.8,at_risk
G10_S10_0049,Assiut Secondary School,Assiut,Assiut,10,Grade 10 - First Secondary,2.98,70.7,4,11.0,10,3,1,2,26.6,36.4,at_risk
G11_S03_0014,Heliopolis Secondary School for Boys,Cairo,Cairo,11,Grade 11 - Second Secondary,4.77,100.0,9,0.0,18,6,0,6,47.6,53.4,average
G10_S08_0047,Port Said Secondary School,Port Said,Port Said,10,Grade 10 - First Secondary,5.47,93.1,0,6.0,27,5,3,7,45.9,59.4,average
G12_S02_0120,Zamalek Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,4.71,83.5,12,1.0,28,2,1,7,39.9,65.3,average
G10_S10_0001,Assiut Secondary School,Assiut,Assiut,10,Grade 10 - First Secondary,5.89,65.4,7,5.0,14,6,1,5,41.3,37.1,at_risk
G12_S01_0065,Al-Orman High School,Cairo,Giza,12,Grade 12 - Third Secondary,2.17,65.5,8,3.0,3,6,4,3,29.3,3.7,at_risk
G10_S07_0080,Al-Raml Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,2.61,67.2,15,,27,6,4,4,21.4,48.5,average
G10_S02_0134,Zamalek Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,4.67,77.0,5,5.0,13,8,3,3,28.9,7.0,at_risk
G10_S09_0099,Mansoura Secondary School for Boys,Dakahlia,Mansoura,10,Grade 10 - First Secondary,6.52,61.7,11,13.0,4,6,2,0,43.7,59.8,average
G10_S06_0149,Smouha Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,4.43,84.8,14,12.0,1,0,0,2,37.5,80.8,strong
G12_S02_0088,Zamalek Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,2.38,66.7,10,14.0,12,2,4,4,24.9,55.0,average
G12_S06_0062,Smouha Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,5.53,79.7,15,8.0,23,9,0,6,27.7,58.9,average
G12_S06_0034,Smouha Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,4.33,100.0,14,11.0,19,4,4,2,34.9,62.9,average
G10_S05_0014,Ahmed Orabi Secondary School,Giza,Giza,10,Grade 10 - First Secondary,4.99,49.8,19,12.0,14,7,4,2,17.8,71.5,strong
G12_S01_0067,Al-Orman High School,Cairo,Giza,12,Grade 12 - Third Secondary,4.2,75.0,8,6.0,10,8,0,6,27.9,28.2,at_risk
G11_S02_0083,Zamalek Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,4.86,93.5,5,14.0,12,7,0,4,35.1,55.5,average
G11_S04_0137,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,3.57,68.8,3,,21,4,2,2,33.3,11.1,at_risk
G10_S03_0124,Heliopolis Secondary School for Boys,Cairo,Cairo,10,Grade 10 - First Secondary,4.42,67.6,10,8.0,23,1,1,5,38.4,64.1,average
G12_S05_0109,Ahmed Orabi Secondary School,Giza,Giza,12,Grade 12 - Third Secondary,3.42,82.4,3,3.0,28,7,1,1,24.1,6.0,at_risk
G11_S02_0072,Zamalek Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,4.3,80.6,3,2.0,29,2,0,7,30.1,45.3,average
G12_S09_0077,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,3.71,98.4,13,0.0,2,2,2,2,13.7,50.5,average
G10_S06_0090,Smouha Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,4.3,89.8,7,5.0,11,8,1,0,37.5,9.1,at_risk
G10_S04_0051,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,5.35,88.4,13,7.0,1,3,1,0,5.1,63.2,average
G12_S04_0102,Maadi Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,3.89,96.1,18,10.0,19,8,2,6,30.3,60.6,average
G11_S02_0048,Zamalek Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,5.46,66.6,12,,1,9,3,4,11.8,24.2,at_risk
G10_S04_0100,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,,56.1,3,6.0,27,7,3,1,24.7,22.6,at_risk
G10_S04_0108,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,6.57,74.3,3,,11,0,2,3,26.2,60.3,average
G12_S02_0071,Zamalek Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,4.61,87.1,11,9.0,16,4,0,0,15.7,63.1,average
G11_S04_0131,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,5.35,92.8,10,,20,3,3,0,35.2,50.1,average
G11_S06_0125,Smouha Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,4.25,82.5,7,6.0,1,5,1,7,44.7,63.3,average
G10_S02_0069,Zamalek Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,7.42,75.2,2,9.0,4,1,4,4,32.7,61.7,average
G11_S07_0066,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,4.97,96.3,1,3.0,23,4,4,0,25.3,33.9,at_risk
G12_S03_0101,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,2.44,98.6,12,2.0,13,6,3,7,42.3,36.3,at_risk
G10_S08_0089,Port Said Secondary School,Port Said,Port Said,10,Grade 10 - First Secondary,4.61,94.0,1,9.0,14,0,3,0,31.2,60.0,average
G10_S02_0060,Zamalek Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,1.58,73.5,10,2.0,16,9,1,6,17.8,19.2,at_risk
G11_S08_0026,Port Said Secondary School,Port Said,Port Said,11,Grade 11 - Second Secondary,2.73,93.6,13,0.0,9,6,2,5,25.8,27.4,at_risk
G11_S04_0134,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,5.15,62.0,5,4.0,13,4,0,1,30.2,18.3,at_risk
G11_S04_0148,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,5.47,76.2,2,4.0,19,5,0,4,40.6,13.2,at_risk
G10_S04_0101,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,,92.2,4,5.0,14,3,0,3,25.6,52.4,average
G10_S10_0075,Assiut Secondary School,Assiut,Assiut,10,Grade 10 - First Secondary,3.97,,5,2.0,13,4,2,2,36.0,19.6,at_risk
G11_S09_0090,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,2.18,98.6,18,4.0,26,1,0,6,29.5,95.8,strong
G11_S10_0048,Assiut Secondary School,Assiut,Assiut,11,Grade 11 - Second Secondary,4.6,88.8,11,2.0,12,5,2,3,42.9,61.0,average
G10_S07_0049,Al-Raml Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,5.63,98.3,9,13.0,1,4,1,2,28.9,83.7,strong
G12_S09_0100,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,4.24,66.4,12,9.0,19,6,3,4,9.0,41.5,average
G11_S07_0133,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,6.88,64.7,14,5.0,25,2,3,5,31.3,56.5,average
G10_S04_0083,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,5.15,72.5,14,7.0,18,9,4,6,39.9,46.4,average
G12_S07_0049,Al-Raml Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,3.13,76.6,6,2.0,17,8,4,6,42.1,20.3,at_risk
G12_S01_0136,Al-Orman High School,Cairo,Giza,12,Grade 12 - Third Secondary,5.8,87.2,9,11.0,27,0,2,5,27.0,63.7,average
G12_S01_0138,Al-Orman High School,Cairo,Giza,12,Grade 12 - Third Secondary,5.78,77.7,9,13.0,8,9,2,2,29.6,41.1,average
G11_S03_0063,Heliopolis Secondary School for Boys,Cairo,Cairo,11,Grade 11 - Second Secondary,5.54,73.5,8,0.0,16,4,3,3,20.6,25.7,at_risk
G11_S09_0124,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,5.73,69.6,11,9.0,18,3,0,4,25.9,66.3,average
G10_S05_0040,Ahmed Orabi Secondary School,Giza,Giza,10,Grade 10 - First Secondary,2.38,,2,12.0,28,5,1,7,36.8,70.7,strong
G12_S10_0003,Assiut Secondary School,Assiut,Assiut,12,Grade 12 - Third Secondary,1.62,77.8,1,8.0,26,1,4,0,39.0,36.5,at_risk
G12_S07_0003,Al-Raml Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,6.11,,15,1.0,5,3,2,3,41.1,51.8,average
G10_S01_0001,Al-Orman High School,Cairo,Giza,10,Grade 10 - First Secondary,5.63,74.5,19,13.0,4,0,4,5,27.0,84.0,strong
G11_S08_0005,Port Said Secondary School,Port Said,Port Said,11,Grade 11 - Second Secondary,4.17,78.1,8,0.0,6,6,2,3,32.0,26.1,at_risk
G12_S10_0066,Assiut Secondary School,Assiut,Assiut,12,Grade 12 - Third Secondary,3.65,85.1,2,,21,2,1,0,28.8,41.2,average
G11_S10_0007,Assiut Secondary School,Assiut,Assiut,11,Grade 11 - Second Secondary,4.08,45.8,7,7.0,24,2,1,4,51.4,54.8,average
G12_S06_0092,Smouha Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,2.74,93.2,6,2.0,1,9,4,3,21.3,22.5,at_risk
G11_S01_0002,Al-Orman High School,Cairo,Giza,11,Grade 11 - Second Secondary,6.43,83.9,18,5.0,4,2,3,1,48.2,62.1,average
G10_S02_0098,Zamalek Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,3.57,70.4,19,11.0,23,1,2,0,29.2,76.3,strong
G11_S10_0113,Assiut Secondary School,Assiut,Assiut,11,Grade 11 - Second Secondary,3.7,85.7,17,0.0,2,7,4,3,16.4,55.5,average
G11_S06_0060,Smouha Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,,82.8,18,0.0,23,8,1,4,35.7,46.6,average
G11_S01_0148,Al-Orman High School,Cairo,Giza,11,Grade 11 - Second Secondary,3.57,94.5,18,14.0,26,7,0,5,27.9,74.5,strong
G12_S06_0120,Smouha Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,5.1,58.9,12,5.0,15,0,1,5,27.6,55.0,average
G11_S10_0037,Assiut Secondary School,Assiut,Assiut,11,Grade 11 - Second Secondary,5.46,66.6,15,13.0,23,7,4,3,32.1,73.6,strong
G12_S04_0075,Maadi Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,5.13,62.9,2,9.0,16,3,3,0,28.9,15.6,at_risk
G11_S02_0023,Zamalek Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,3.03,,10,9.0,27,7,2,2,33.5,34.5,at_risk
G11_S04_0039,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,3.14,94.5,9,8.0,11,7,0,5,35.3,53.1,average
G12_S02_0032,Zamalek Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,2.47,100.0,14,,19,6,1,7,32.1,72.1,strong
G11_S07_0087,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,5.43,53.2,1,11.0,14,8,3,7,23.9,40.5,average
G12_S02_0115,Zamalek Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,4.92,54.5,13,4.0,14,1,2,7,21.4,62.7,average
G12_S03_0069,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,3.82,85.3,6,7.0,17,3,1,5,50.4,46.2,average
G11_S02_0049,Zamalek Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,3.55,49.2,13,5.0,24,4,3,2,45.3,39.6,at_risk
G12_S05_0014,Ahmed Orabi Secondary School,Giza,Giza,12,Grade 12 - Third Secondary,4.36,88.0,11,14.0,16,2,3,4,13.3,78.7,strong
G10_S02_0129,Zamalek Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,4.46,100.0,4,,27,6,3,4,20.7,42.4,average
G10_S07_0053,Al-Raml Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,3.24,72.3,2,10.0,1,0,4,2,20.4,43.5,average
G12_S10_0041,Assiut Secondary School,Assiut,Assiut,12,Grade 12 - Third Secondary,5.72,54.4,12,1.0,18,0,0,6,34.5,62.3,average
G12_S06_0024,Smouha Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,6.01,90.3,17,5.0,21,1,1,1,27.2,81.4,strong
G11_S08_0124,Port Said Secondary School,Port Said,Port Said,11,Grade 11 - Second Secondary,4.2,76.1,17,4.0,18,1,0,5,23.1,64.9,average
G11_S01_0013,Al-Orman High School,Cairo,Giza,11,Grade 11 - Second Secondary,4.63,72.2,15,4.0,24,6,3,0,30.7,29.1,at_risk
G11_S10_0068,Assiut Secondary School,Assiut,Assiut,11,Grade 11 - Second Secondary,6.35,84.0,9,1.0,17,9,1,0,15.8,49.8,average
G12_S01_0129,Al-Orman High School,Cairo,Giza,12,Grade 12 - Third Secondary,7.37,71.5,15,7.0,12,3,3,7,46.7,76.5,strong
G11_S10_0080,Assiut Secondary School,Assiut,Assiut,11,Grade 11 - Second Secondary,4.09,,2,10.0,9,4,0,2,38.9,55.9,average
G12_S09_0045,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,3.78,63.9,16,4.0,22,6,2,4,25.5,34.1,at_risk
